ID,Total_Screentime,Average_Total_Screentime
1114344,12.0,19.36
1114345,27.0,19.36
1114346,24.0,19.36
1114347,19.0,19.36
1114348,10.5,19.36
1114349,8.0,19.36
1114350,10.0,19.36
1114351,30.0,19.36
1114352,18.5,19.36
1114353,40.0,19.36
1114354,22.0,19.36
1114355,23.0,19.36
1114356,19.0,19.36
1114357,30.0,19.36
1114358,16.5,19.36
1114359,7.0,19.36
1114360,28.5,19.36
1114361,12.0,19.36
1114362,27.0,19.36
1114363,27.0,19.36
1114364,10.0,19.36
1114365,23.0,19.36
1114366,14.5,19.36
1114367,18.0,19.36
1114368,20.0,19.36
1114369,16.5,19.36
1114370,32.0,19.36
1114371,12.0,19.36
1114372,16.0,19.36
1114373,25.0,19.36
1114374,19.0,19.36
1114375,28.5,19.36
1114376,13.5,19.36
1114377,21.0,19.36
1114378,6.5,19.36
1114379,18.0,19.36
1114380,14.5,19.36
1114382,11.0,19.36
1114383,28.0,19.36
1114384,21.5,19.36
1114385,19.5,19.36
1114386,29.0,19.36
1114387,18.0,19.36
1114388,10.5,19.36
1114389,10.5,19.36
1114390,29.0,19.36
1114391,20.0,19.36
1114392,14.0,19.36
1114393,18.5,19.36
1114394,17.0,19.36
1114395,15.0,19.36
1114396,6.5,19.36
1114397,9.5,19.36
1114398,29.0,19.36
1114399,7.0,19.36
1114400,6.5,19.36
1114401,20.0,19.36
1114402,10.5,19.36
1114403,13.5,19.36
1114404,11.0,19.36
1114405,7.5,19.36
1114406,12.0,19.36
1114407,33.5,19.36
1114408,4.5,19.36
1114409,17.0,19.36
1114410,10.5,19.36
1114411,8.0,19.36
1114413,6.5,19.36
1114414,18.5,19.36
1114415,17.0,19.36
1114416,32.0,19.36
1114417,9.0,19.36
1114418,22.0,19.36
1114419,19.0,19.36
1114420,13.5,19.36
1114421,9.0,19.36
1114422,14.0,19.36
1114423,27.0,19.36
1114424,32.0,19.36
1114425,7.0,19.36
1114426,27.0,19.36
1114427,12.0,19.36
1114428,18.0,19.36
1114429,10.5,19.36
1114430,20.5,19.36
1114431,13.0,19.36
1114432,10.0,19.36
1114433,24.0,19.36
1114434,24.0,19.36
1114435,11.5,19.36
1114436,19.0,19.36
1114437,18.0,19.36
1114438,14.5,19.36
1114439,25.5,19.36
1114440,10.5,19.36
1114441,18.0,19.36
1114442,26.0,19.36
1114443,11.5,19.36
1114444,35.0,19.36
1114445,29.0,19.36
1114446,17.0,19.36
1114447,22.0,19.36
1114449,21.0,19.36
1114450,23.0,19.36
1114451,18.0,19.36
1114452,15.0,19.36
1114453,11.0,19.36
1114454,10.5,19.36
1114455,14.0,19.36
1114456,22.0,19.36
1114457,8.5,19.36
1114458,32.0,19.36
1114459,36.0,19.36
1114460,16.5,19.36
1114461,24.0,19.36
1114462,24.0,19.36
1114463,12.0,19.36
1114464,25.0,19.36
1114465,19.0,19.36
1114466,19.5,19.36
1114467,15.5,19.36
1114469,22.0,19.36
1114470,23.0,19.36
1114471,28.0,19.36
1114472,24.0,19.36
1114473,8.0,19.36
1114474,19.0,19.36
1114476,32.0,19.36
1114477,18.0,19.36
1114478,10.5,19.36
1114480,8.5,19.36
1114481,16.5,19.36
1114482,14.0,19.36
1114483,15.5,19.36
1114484,15.5,19.36
1114485,21.5,19.36
1114486,23.0,19.36
1114487,27.0,19.36
1114488,9.5,19.36
1114489,34.0,19.36
1114490,17.0,19.36
1114491,22.5,19.36
1114492,17.0,19.36
1114493,28.5,19.36
1114494,11.0,19.36
1114495,14.0,19.36
1114496,32.0,19.36
1114497,11.0,19.36
1114498,8.0,19.36
1114499,13.5,19.36
1114500,29.0,19.36
1114501,18.0,19.36
1114502,11.5,19.36
1114503,17.5,19.36
1114504,11.0,19.36
1114505,22.0,19.36
1114506,37.0,19.36
1114507,27.5,19.36
1114508,13.5,19.36
1114509,14.5,19.36
1114510,8.5,19.36
1114511,10.5,19.36
1114513,12.5,19.36
1114514,8.0,19.36
1114515,14.5,19.36
1114516,18.0,19.36
1114517,19.0,19.36
1114518,18.0,19.36
1114519,26.0,19.36
1114521,26.0,19.36
1114523,4.0,19.36
1114524,17.0,19.36
1114525,27.0,19.36
1114527,11.5,19.36
1114528,7.0,19.36
1114529,28.0,19.36
1114530,16.0,19.36
1114531,12.5,19.36
1114532,14.0,19.36
1114533,22.5,19.36
1114534,23.0,19.36
1114535,21.0,19.36
1114536,20.0,19.36
1114537,20.0,19.36
1114538,13.5,19.36
1114539,16.0,19.36
1114540,5.0,19.36
1114541,5.5,19.36
1114542,26.0,19.36
1114543,32.0,19.36
1114544,11.0,19.36
1114545,19.5,19.36
1114546,25.0,19.36
1114547,10.0,19.36
1114548,20.0,19.36
1114549,22.0,19.36
1114550,4.5,19.36
1114551,38.0,19.36
1114553,14.5,19.36
1114554,36.0,19.36
1114555,21.0,19.36
1114556,31.0,19.36
1114557,26.0,19.36
1114558,11.0,19.36
1114559,25.0,19.36
1114560,15.5,19.36
1114562,20.0,19.36
1114563,17.0,19.36
1114564,32.0,19.36
1114565,13.0,19.36
1114566,12.0,19.36
1114567,11.0,19.36
1114568,36.0,19.36
1114569,15.0,19.36
1114570,6.5,19.36
1114571,24.0,19.36
1114572,4.5,19.36
1114573,7.5,19.36
1114574,4.0,19.36
1114575,20.0,19.36
1114576,22.0,19.36
1114577,16.0,19.36
1114578,11.0,19.36
1114579,12.5,19.36
1114580,13.0,19.36
1114581,25.0,19.36
1114582,13.5,19.36
1114584,25.0,19.36
1114585,34.0,19.36
1114586,23.0,19.36
1114587,38.0,19.36
1114588,16.0,19.36
1114589,5.0,19.36
1114590,36.5,19.36
1114591,25.0,19.36
1114592,23.0,19.36
1114593,9.5,19.36
1114594,9.0,19.36
1114595,10.5,19.36
1114596,7.5,19.36
1114597,12.5,19.36
1114599,18.0,19.36
1114600,32.0,19.36
1114602,21.0,19.36
1114603,21.0,19.36
1114604,20.0,19.36
1114605,23.5,19.36
1114606,13.0,19.36
1114607,14.0,19.36
1114608,16.0,19.36
1114609,34.5,19.36
1114610,13.5,19.36
1114611,31.0,19.36
1114612,10.5,19.36
1114613,24.0,19.36
1114614,22.0,19.36
1114615,12.0,19.36
1114616,11.5,19.36
1114617,17.5,19.36
1114618,11.0,19.36
1114619,11.5,19.36
1114620,19.0,19.36
1114621,17.0,19.36
1114622,11.0,19.36
1114623,34.0,19.36
1114624,13.5,19.36
1114625,25.0,19.36
1114626,34.0,19.36
1114628,7.0,19.36
1114629,26.0,19.36
1114630,6.5,19.36
1114631,18.0,19.36
1114632,20.0,19.36
1114633,30.0,19.36
1114634,14.0,19.36
1114635,7.5,19.36
1114637,11.0,19.36
1114638,18.5,19.36
1114640,34.0,19.36
1114641,20.0,19.36
1114642,16.5,19.36
1114643,22.0,19.36
1114644,24.5,19.36
1114645,26.0,19.36
1114646,27.0,19.36
1114647,21.5,19.36
1114648,30.0,19.36
1114649,23.0,19.36
1114650,27.5,19.36
1114651,7.5,19.36
1114652,39.0,19.36
1114653,13.0,19.36
1114654,7.0,19.36
1114655,13.0,19.36
1114656,35.0,19.36
1114657,33.5,19.36
1114658,17.0,19.36
1114659,8.5,19.36
1114660,11.0,19.36
1114661,15.0,19.36
1114662,15.0,19.36
1114663,25.5,19.36
1114664,27.0,19.36
1114665,13.0,19.36
1114666,28.5,19.36
1114667,17.5,19.36
1114668,28.0,19.36
1114669,21.0,19.36
1114671,25.0,19.36
1114672,16.0,19.36
1114673,32.0,19.36
1114674,43.0,19.36
1114675,20.5,19.36
1114676,14.5,19.36
1114677,31.0,19.36
1114678,18.0,19.36
1114679,24.0,19.36
1114680,24.0,19.36
1114682,24.0,19.36
1114683,10.0,19.36
1114685,15.0,19.36
1114686,16.0,19.36
1114687,13.5,19.36
1114688,17.0,19.36
1114689,18.0,19.36
1114690,21.0,19.36
1114691,14.0,19.36
1114692,15.0,19.36
1114693,9.5,19.36
1114694,22.5,19.36
1114695,13.0,19.36
1114696,22.0,19.36
1114697,15.0,19.36
1114698,20.0,19.36
1114699,37.5,19.36
1114700,13.5,19.36
1114701,36.0,19.36
1114702,20.0,19.36
1114703,27.0,19.36
1114704,7.0,19.36
1114705,14.5,19.36
1114706,14.0,19.36
1114707,25.0,19.36
1114708,16.0,19.36
1114709,24.0,19.36
1114710,14.5,19.36
1114711,10.0,19.36
1114712,7.5,19.36
1114713,16.5,19.36
1114714,2.5,19.36
1114715,4.0,19.36
1114716,31.0,19.36
1114717,16.0,19.36
1114718,7.5,19.36
1114719,7.5,19.36
1114721,29.0,19.36
1114722,32.0,19.36
1114723,15.0,19.36
1114724,24.5,19.36
1114725,24.5,19.36
1114726,19.0,19.36
1114728,17.5,19.36
1114729,21.0,19.36
1114730,14.0,19.36
1114731,32.0,19.36
1114732,10.5,19.36
1114733,11.0,19.36
1114734,19.0,19.36
1114735,5.5,19.36
1114736,34.0,19.36
1114737,42.0,19.36
1114738,4.0,19.36
1114739,33.0,19.36
1114740,17.5,19.36
1114741,24.0,19.36
1114742,13.0,19.36
1114743,20.0,19.36
1114744,14.0,19.36
1114745,25.0,19.36
1114746,13.0,19.36
1114747,13.0,19.36
1114748,18.0,19.36
1114749,18.0,19.36
1114750,14.5,19.36
1114752,24.0,19.36
1114753,12.0,19.36
1114754,7.0,19.36
1114755,16.0,19.36
1114756,12.5,19.36
1114757,5.5,19.36
1114758,5.0,19.36
1114759,22.5,19.36
1114760,12.0,19.36
1114761,13.0,19.36
1114762,24.0,19.36
1114763,22.0,19.36
1114764,11.0,19.36
1114765,26.0,19.36
1114766,20.5,19.36
1114767,13.5,19.36
1114768,21.0,19.36
1114769,24.0,19.36
1114770,29.5,19.36
1114771,12.5,19.36
1114772,26.0,19.36
1114773,42.0,19.36
1114774,6.0,19.36
1114775,19.5,19.36
1114776,43.0,19.36
1114777,18.0,19.36
1114778,9.0,19.36
1114779,4.5,19.36
1114780,18.0,19.36
1114781,21.5,19.36
1114782,13.5,19.36
1114783,13.0,19.36
1114784,11.0,19.36
1114785,3.0,19.36
1114786,33.0,19.36
1114787,14.0,19.36
1114788,16.0,19.36
1114789,16.0,19.36
1114790,28.5,19.36
1114791,20.0,19.36
1114792,32.0,19.36
1114793,10.0,19.36
1114794,8.5,19.36
1114795,9.5,19.36
1114796,8.5,19.36
1114797,20.0,19.36
1114798,8.5,19.36
1114799,16.5,19.36
1114800,23.0,19.36
1114801,11.5,19.36
1114802,11.0,19.36
1114804,35.0,19.36
1114805,10.5,19.36
1114807,47.0,19.36
1114808,5.5,19.36
1114809,19.0,19.36
1114810,33.0,19.36
1114811,25.0,19.36
1114812,7.5,19.36
1114813,36.0,19.36
1114814,30.0,19.36
1114815,21.0,19.36
1114816,12.5,19.36
1114817,23.0,19.36
1114818,12.0,19.36
1114819,31.0,19.36
1114820,12.0,19.36
1114821,3.5,19.36
1114822,12.0,19.36
1114823,28.0,19.36
1114824,12.0,19.36
1114825,13.0,19.36
1114826,25.0,19.36
1114827,29.0,19.36
1114828,14.5,19.36
1114829,21.0,19.36
1114830,21.5,19.36
1114831,19.0,19.36
1114832,17.0,19.36
1114834,20.0,19.36
1114835,21.5,19.36
1114836,16.5,19.36
1114837,16.0,19.36
1114838,29.0,19.36
1114839,12.5,19.36
1114840,16.5,19.36
1114841,24.5,19.36
1114842,21.0,19.36
1114843,16.0,19.36
1114844,19.0,19.36
1114845,24.0,19.36
1114846,17.5,19.36
1114847,25.0,19.36
1114848,22.0,19.36
1114849,28.0,19.36
1114850,17.0,19.36
1114851,20.0,19.36
1114852,18.0,19.36
1114853,14.0,19.36
1114854,14.0,19.36
1114855,17.0,19.36
1114856,20.5,19.36
1114858,24.0,19.36
1114859,23.0,19.36
1114860,24.0,19.36
1114861,9.5,19.36
1114863,14.5,19.36
1114864,17.5,19.36
1114865,16.5,19.36
1114866,28.0,19.36
1114867,10.0,19.36
1114868,11.5,19.36
1114869,18.5,19.36
1114870,13.0,19.36
1114871,29.0,19.36
1114872,13.0,19.36
1114873,15.0,19.36
1114874,26.5,19.36
1114876,32.0,19.36
1114877,8.0,19.36
1114878,17.0,19.36
1114879,33.0,19.36
1114880,9.5,19.36
1114881,21.0,19.36
1114882,24.0,19.36
1114883,28.0,19.36
1114884,22.0,19.36
1114885,46.0,19.36
1114886,13.5,19.36
1114887,9.0,19.36
1114888,18.0,19.36
1114889,22.0,19.36
1114890,26.0,19.36
1114891,16.0,19.36
1114892,21.5,19.36
1114893,33.0,19.36
1114894,46.0,19.36
1114895,26.5,19.36
1114896,19.0,19.36
1114897,21.0,19.36
1114898,25.0,19.36
1114899,18.0,19.36
1114900,38.0,19.36
1114901,22.5,19.36
1114902,13.0,19.36
1114903,18.0,19.36
1114904,27.5,19.36
1114905,20.0,19.36
1114906,14.0,19.36
1114907,19.5,19.36
1114908,8.5,19.36
1114909,12.5,19.36
1114910,13.0,19.36
1114911,16.0,19.36
1114912,6.0,19.36
1114913,8.0,19.36
1114914,23.0,19.36
1114915,23.5,19.36
1114916,10.5,19.36
1114917,10.5,19.36
1114918,6.0,19.36
1114919,12.5,19.36
1114920,18.0,19.36
1114921,20.0,19.36
1114922,26.0,19.36
1114923,20.5,19.36
1114924,14.5,19.36
1114925,22.0,19.36
1114926,5.0,19.36
1114927,19.5,19.36
1114928,6.5,19.36
1114929,14.0,19.36
1114930,26.5,19.36
1114931,16.0,19.36
1114932,23.5,19.36
1114933,14.0,19.36
1114934,11.0,19.36
1114935,22.0,19.36
1114936,27.5,19.36
1114937,22.0,19.36
1114938,24.0,19.36
1114939,9.5,19.36
1114940,21.0,19.36
1114941,17.0,19.36
1114942,16.5,19.36
1114943,16.0,19.36
1114944,15.5,19.36
1114945,18.0,19.36
1114946,34.0,19.36
1114947,15.0,19.36
1114948,31.0,19.36
1114949,37.0,19.36
1114950,19.0,19.36
1114951,8.0,19.36
1114952,7.5,19.36
1114953,11.0,19.36
1114954,10.5,19.36
1114955,18.5,19.36
1114956,10.5,19.36
1114957,18.0,19.36
1114958,30.0,19.36
1114959,17.5,19.36
1114960,33.0,19.36
1114961,11.0,19.36
1114962,6.5,19.36
1114963,5.5,19.36
1114964,20.0,19.36
1114965,13.0,19.36
1114966,13.5,19.36
1114967,11.0,19.36
1114968,3.5,19.36
1114969,15.0,19.36
1114970,19.5,19.36
1114971,18.0,19.36
1114972,16.0,19.36
1114973,16.0,19.36
1114974,17.5,19.36
1114975,15.0,19.36
1114976,21.0,19.36
1114977,17.0,19.36
1114978,14.5,19.36
1114979,17.0,19.36
1114980,18.0,19.36
1114981,12.0,19.36
1114982,42.0,19.36
1114983,9.0,19.36
1114984,17.5,19.36
1114985,19.5,19.36
1114986,9.5,19.36
1114987,11.0,19.36
1114988,10.0,19.36
1114989,10.0,19.36
1114991,17.5,19.36
1114992,42.0,19.36
1114993,12.0,19.36
1114995,21.5,19.36
1114997,16.0,19.36
1114998,3.0,19.36
1114999,16.0,19.36
1115000,10.0,19.36
1115001,17.5,19.36
1115002,24.0,19.36
1115003,31.0,19.36
1115004,16.0,19.36
1115005,15.0,19.36
1115006,10.0,19.36
1115007,14.0,19.36
1115008,16.0,19.36
1115009,12.5,19.36
1115010,26.0,19.36
1115011,21.0,19.36
1115012,9.5,19.36
1115013,5.5,19.36
1115014,25.0,19.36
1115015,8.0,19.36
1115016,21.5,19.36
1115017,9.0,19.36
1115018,10.0,19.36
1115019,13.0,19.36
1115020,11.5,19.36
1115022,12.0,19.36
1115023,11.0,19.36
1115024,33.0,19.36
1115026,13.5,19.36
1115027,36.0,19.36
1115028,8.0,19.36
1115029,18.0,19.36
1115030,10.0,19.36
1115031,15.0,19.36
1115033,14.5,19.36
1115034,14.5,19.36
1115035,15.5,19.36
1115036,21.0,19.36
1115037,24.0,19.36
1115038,13.0,19.36
1115039,20.0,19.36
1115040,32.0,19.36
1115041,14.0,19.36
1115042,15.5,19.36
1115043,23.0,19.36
1115044,5.0,19.36
1115045,7.0,19.36
1115046,11.0,19.36
1115047,9.0,19.36
1115048,19.0,19.36
1115049,7.5,19.36
1115050,8.5,19.36
1115051,13.0,19.36
1115052,19.0,19.36
1115053,14.5,19.36
1115054,13.0,19.36
1115055,23.0,19.36
1115056,30.0,19.36
1115057,23.0,19.36
1115058,10.0,19.36
1115059,8.0,19.36
1115060,15.5,19.36
1115061,8.5,19.36
1115062,14.0,19.36
1115063,25.5,19.36
1115064,21.0,19.36
1115065,26.5,19.36
1115066,8.5,19.36
1115067,20.0,19.36
1115068,14.0,19.36
1115069,2.0,19.36
1115070,9.0,19.36
1115071,14.5,19.36
1115072,11.5,19.36
1115073,28.0,19.36
1115074,23.5,19.36
1115075,16.0,19.36
1115076,26.0,19.36
1115077,35.0,19.36
1115078,12.0,19.36
1115079,19.0,19.36
1115080,19.0,19.36
1115081,21.5,19.36
1115082,4.5,19.36
1115083,40.0,19.36
1115084,35.0,19.36
1115085,15.5,19.36
1115086,23.0,19.36
1115087,7.5,19.36
1115088,8.5,19.36
1115089,9.0,19.36
1115090,22.0,19.36
1115091,27.0,19.36
1115092,17.0,19.36
1115093,18.5,19.36
1115094,19.5,19.36
1115095,17.5,19.36
1115096,14.0,19.36
1115097,9.0,19.36
1115098,22.0,19.36
1115099,11.5,19.36
1115100,15.0,19.36
1115101,36.0,19.36
1115102,2.5,19.36
1115103,4.5,19.36
1115104,11.0,19.36
1115105,20.0,19.36
1115106,20.5,19.36
1115107,4.5,19.36
1115108,18.0,19.36
1115109,31.5,19.36
1115110,18.5,19.36
1115111,9.0,19.36
1115112,14.0,19.36
1115113,19.5,19.36
1115114,30.5,19.36
1115115,32.0,19.36
1115116,13.0,19.36
1115117,11.0,19.36
1115118,31.0,19.36
1115119,12.0,19.36
1115120,14.5,19.36
1115121,25.0,19.36
1115122,29.5,19.36
1115123,23.0,19.36
1115124,9.0,19.36
1115125,3.5,19.36
1115126,11.0,19.36
1115127,32.0,19.36
1115128,18.0,19.36
1115129,18.5,19.36
1115130,10.5,19.36
1115131,2.5,19.36
1115132,22.0,19.36
1115134,24.0,19.36
1115135,18.0,19.36
1115136,18.0,19.36
1115137,13.0,19.36
1115138,21.0,19.36
1115139,16.0,19.36
1115140,12.0,19.36
1115141,39.0,19.36
1115142,18.5,19.36
1115143,16.5,19.36
1115144,30.0,19.36
1115145,17.5,19.36
1115146,39.5,19.36
1115147,10.5,19.36
1115148,20.0,19.36
1115149,19.0,19.36
1115150,16.0,19.36
1115151,36.5,19.36
1115152,23.0,19.36
1115153,7.0,19.36
1115154,12.0,19.36
1115156,18.0,19.36
1115158,19.5,19.36
1115159,17.5,19.36
1115160,13.5,19.36
1115161,23.5,19.36
1115162,28.0,19.36
1115163,25.0,19.36
1115164,15.5,19.36
1115165,10.0,19.36
1115166,11.0,19.36
1115169,7.5,19.36
1115170,8.0,19.36
1115171,43.0,19.36
1115172,11.0,19.36
1115173,16.5,19.36
1115174,24.0,19.36
1115175,30.0,19.36
1115176,11.5,19.36
1115177,19.0,19.36
1115178,28.5,19.36
1115179,15.5,19.36
1115181,18.0,19.36
1115182,10.5,19.36
1115183,21.0,19.36
1115184,16.5,19.36
1115185,13.0,19.36
1115186,11.0,19.36
1115187,2.0,19.36
1115188,17.0,19.36
1115189,20.0,19.36
1115190,18.5,19.36
1115191,24.0,19.36
1115192,19.5,19.36
1115193,25.5,19.36
1115194,25.5,19.36
1115195,10.0,19.36
1115196,14.0,19.36
1115197,34.0,19.36
1115198,28.0,19.36
1115199,11.5,19.36
1115200,16.5,19.36
1115202,23.0,19.36
1115203,38.0,19.36
1115204,15.0,19.36
1115205,17.0,19.36
1115206,14.0,19.36
1115207,9.5,19.36
1115208,39.0,19.36
1115209,5.0,19.36
1115210,21.0,19.36
1115211,25.5,19.36
1115212,6.5,19.36
1115213,12.0,19.36
1115214,34.0,19.36
1115215,19.5,19.36
1115216,13.0,19.36
1115217,27.5,19.36
1115218,22.0,19.36
1115219,17.5,19.36
1115220,25.0,19.36
1115221,7.0,19.36
1115222,22.0,19.36
1115223,24.0,19.36
1115224,24.0,19.36
1115225,26.0,19.36
1115226,6.0,19.36
1115227,18.0,19.36
1115228,2.0,19.36
1115229,26.0,19.36
1115230,11.0,19.36
1115231,34.0,19.36
1115232,19.0,19.36
1115233,24.0,19.36
1115234,8.0,19.36
1115235,35.5,19.36
1115236,8.5,19.36
1115237,6.5,19.36
1115238,22.5,19.36
1115239,30.5,19.36
1115241,17.0,19.36
1115242,22.0,19.36
1115243,22.0,19.36
1115244,16.0,19.36
1115245,26.0,19.36
1115246,20.0,19.36
1115247,22.0,19.36
1115248,11.0,19.36
1115249,12.0,19.36
1115250,13.5,19.36
1115251,10.5,19.36
1115252,24.0,19.36
1115253,29.5,19.36
1115254,10.5,19.36
1115255,21.0,19.36
1115257,13.0,19.36
1115258,14.0,19.36
1115259,17.5,19.36
1115260,11.5,19.36
1115261,21.0,19.36
1115263,11.5,19.36
1115264,30.0,19.36
1115265,21.0,19.36
1115266,39.0,19.36
1115267,24.5,19.36
1115268,21.0,19.36
1115269,14.0,19.36
1115270,4.0,19.36
1115271,17.5,19.36
1115272,14.0,19.36
1115273,47.0,19.36
1115274,26.0,19.36
1115275,31.0,19.36
1115277,18.5,19.36
1115278,22.0,19.36
1115280,24.0,19.36
1115281,39.5,19.36
1115282,18.0,19.36
1115284,28.0,19.36
1115285,30.0,19.36
1115286,8.0,19.36
1115287,30.5,19.36
1115288,13.0,19.36
1115289,21.0,19.36
1115290,29.0,19.36
1115292,18.0,19.36
1115293,8.0,19.36
1115294,5.0,19.36
1115295,17.5,19.36
1115296,17.0,19.36
1115298,18.5,19.36
1115299,34.0,19.36
1115300,23.0,19.36
1115301,16.5,19.36
1115302,18.5,19.36
1115303,37.0,19.36
1115304,18.0,19.36
1115305,11.0,19.36
1115306,20.0,19.36
1115307,10.5,19.36
1115308,12.0,19.36
1115309,12.0,19.36
1115310,16.5,19.36
1115311,28.0,19.36
1115312,10.0,19.36
1115313,5.5,19.36
1115314,13.5,19.36
1115315,31.0,19.36
1115316,9.0,19.36
1115317,9.5,19.36
1115318,34.0,19.36
1115319,27.0,19.36
1115320,21.0,19.36
1115321,24.0,19.36
1115322,18.0,19.36
1115323,24.0,19.36
1115324,24.5,19.36
1115325,14.5,19.36
1115327,13.0,19.36
1115328,18.0,19.36
1115329,14.0,19.36
1115330,9.5,19.36
1115331,17.0,19.36
1115332,15.0,19.36
1115333,18.0,19.36
1115334,35.0,19.36
1115335,11.0,19.36
1115336,15.5,19.36
1115337,16.0,19.36
1115338,23.0,19.36
1115339,10.0,19.36
1115340,32.0,19.36
1115341,13.5,19.36
1115342,15.0,19.36
1115343,8.5,19.36
1115344,25.5,19.36
1115345,14.5,19.36
1115346,16.5,19.36
1115347,23.5,19.36
1115348,20.5,19.36
1115349,17.0,19.36
1115350,16.0,19.36
1115351,17.0,19.36
1115352,23.0,19.36
1115353,21.0,19.36
1115354,11.0,19.36
1115355,21.0,19.36
1115356,44.0,19.36
1115357,14.0,19.36
1115358,13.0,19.36
1115359,18.0,19.36
1115360,24.0,19.36
1115361,16.5,19.36
1115362,31.0,19.36
1115363,15.0,19.36
1115364,24.0,19.36
1115365,38.0,19.36
1115366,8.5,19.36
1115367,22.0,19.36
1115368,35.5,19.36
1115370,9.0,19.36
1115371,24.0,19.36
1115372,31.0,19.36
1115373,10.0,19.36
1115374,8.0,19.36
1115375,21.5,19.36
1115376,15.0,19.36
1115377,31.5,19.36
1115379,11.5,19.36
1115380,9.5,19.36
1115381,19.0,19.36
1115382,30.0,19.36
1115383,29.0,19.36
1115384,20.5,19.36
1115385,25.0,19.36
1115386,28.0,19.36
1115387,18.5,19.36
1115388,23.0,19.36
1115389,16.0,19.36
1115390,15.5,19.36
1115391,15.5,19.36
1115392,12.5,19.36
1115393,21.0,19.36
1115394,29.0,19.36
1115395,18.0,19.36
1115396,20.0,19.36
1115397,20.0,19.36
1115398,7.0,19.36
1115399,12.0,19.36
1115400,7.0,19.36
1115401,24.0,19.36
1115402,22.5,19.36
1115403,13.5,19.36
1115404,30.0,19.36
1115405,23.5,19.36
1115407,36.5,19.36
1115408,41.0,19.36
1115409,20.5,19.36
1115410,10.5,19.36
1115411,16.0,19.36
1115412,16.0,19.36
1115413,38.0,19.36
1115414,25.0,19.36
1115415,10.0,19.36
1115416,16.0,19.36
1115417,26.0,19.36
1115418,21.0,19.36
1115419,19.5,19.36
1115420,18.0,19.36
1115421,25.0,19.36
1115422,24.0,19.36
1115423,2.5,19.36
1115424,30.0,19.36
1115425,15.5,19.36
1115426,14.0,19.36
1115427,20.0,19.36
1115428,33.0,19.36
1115429,25.0,19.36
1115430,24.0,19.36
1115431,19.0,19.36
1115433,10.5,19.36
1115434,26.0,19.36
1115435,24.0,19.36
1115436,21.0,19.36
1115437,24.0,19.36
1115438,10.0,19.36
1115440,23.5,19.36
1115441,33.5,19.36
1115442,19.5,19.36
1115443,16.0,19.36
1115444,21.0,19.36
1115445,20.0,19.36
1115446,19.0,19.36
1115447,24.0,19.36
1115448,19.0,19.36
1115449,11.0,19.36
1115450,16.0,19.36
1115452,14.5,19.36
1115453,18.5,19.36
1115454,19.0,19.36
1115455,46.0,19.36
1115456,12.5,19.36
1115457,21.0,19.36
1115458,14.0,19.36
1115459,23.0,19.36
1115460,44.0,19.36
1115461,8.0,19.36
1115462,17.5,19.36
1115463,26.0,19.36
1115464,10.0,19.36
1115465,29.0,19.36
1115466,11.5,19.36
1115467,16.5,19.36
1115468,21.0,19.36
1115469,7.5,19.36
1115470,32.5,19.36
1115471,11.5,19.36
1115472,10.5,19.36
1115473,27.0,19.36
1115474,13.5,19.36
1115476,26.5,19.36
1115477,23.0,19.36
1115478,10.0,19.36
1115479,18.0,19.36
1115480,29.5,19.36
1115481,20.0,19.36
1115482,14.0,19.36
1115484,26.5,19.36
1115485,22.0,19.36
1115486,12.5,19.36
1115487,15.5,19.36
1115488,53.0,19.36
1115489,17.5,19.36
1115490,34.0,19.36
1115491,19.5,19.36
1115492,17.5,19.36
1115493,8.0,19.36
1115494,17.5,19.36
1115495,6.5,19.36
1115496,15.0,19.36
1115497,21.0,19.36
1115498,11.5,19.36
1115499,18.0,19.36
1115500,30.0,19.36
1115501,7.0,19.36
1115503,31.0,19.36
1115504,11.0,19.36
1115505,14.0,19.36
1115506,14.5,19.36
1115507,27.0,19.36
1115508,25.0,19.36
1115509,8.0,19.36
1115510,20.0,19.36
1115511,16.5,19.36
1115512,12.0,19.36
1115513,18.0,19.36
1115514,40.0,19.36
1115515,23.0,19.36
1115516,34.0,19.36
1115517,22.0,19.36
1115518,18.0,19.36
1115519,40.0,19.36
1115520,15.0,19.36
1115521,13.5,19.36
1115522,16.0,19.36
1115523,25.0,19.36
1115524,32.0,19.36
1115525,19.0,19.36
1115526,15.5,19.36
1115527,25.5,19.36
1115528,29.0,19.36
1115529,35.0,19.36
1115530,15.0,19.36
1115531,1.0,19.36
1115532,28.0,19.36
1115533,16.0,19.36
1115534,27.0,19.36
1115535,14.0,19.36
1115536,23.0,19.36
1115537,51.0,19.36
1115538,33.0,19.36
1115539,27.0,19.36
1115540,11.0,19.36
1115541,22.5,19.36
1115543,28.0,19.36
1115544,20.0,19.36
1115545,15.5,19.36
1115546,8.0,19.36
1115548,11.5,19.36
1115550,6.5,19.36
1115551,9.0,19.36
1115552,16.5,19.36
1115554,33.0,19.36
1115555,28.0,19.36
1115556,22.0,19.36
1115557,22.0,19.36
1115558,21.0,19.36
1115560,34.0,19.36
1115561,43.0,19.36
1115562,28.0,19.36
1115563,5.0,19.36
1115564,25.0,19.36
1115565,24.0,19.36
1115566,10.5,19.36
1115567,39.0,19.36
1115568,21.0,19.36
1115569,18.5,19.36
1115570,11.5,19.36
1115571,11.0,19.36
1115572,8.5,19.36
1115573,25.0,19.36
